Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
260100_at	APC13, BNS	The BONSAI gene encodes a protein with similarity to the APC13 component of the Anaphase Promoting Complex. Plants with lowered level of BONSAI expression, resulting from hypomethylation, RNAi knock-down, or a T-DNA insertion show some abnormalities in shoot and inflorescence development., The BONSAI gene encodes a protein with similarity to the APC13 component of the Anaphase Promoting Complex. Plants with lowered level of BONSAI expression, resulting from hypomethylation, RNAi knock-down, or a T-DNA insertion show some abnormalities in shoot and inflorescence development.	1, 1	-27516572	AT1G73177	843651	15546358, 17627280, 21441434, 22269081	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005680: anaphase-promoting complex, GO:0009640: photomorphogenesis, GO:0009793: embryo development ending in seed dormancy, GO:0009845: seed germination, GO:0009909: regulation of flower development, GO:0009933: meristem structural organization, GO:0010162: seed dormancy process, GO:0010182: sugar mediated signaling pathway, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0010229: inflorescence development, GO:0016567: protein ubiquitination, GO:0019915: lipid storage, GO:0048827: phyllome development, GO:0050826: response to freezing	
251958_at			3	-19859627	AT3G53560	824524	18775970, 15322131, 18650403	GO:0008150: biological_process, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009535: chloroplast thylakoid membrane, GO:0009536: plastid, GO:0009543: chloroplast thylakoid lumen, GO:0009941: chloroplast envelope	
248963_at			5	18537349	AT5G45700	834609	15546358, 16673935, 18156295, 18775970	GO:0001708: cell fate specification, GO:0005739: mitochondrion	
261738_s_at								GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0005634: nucleus, GO:0008150: biological_process	
258970_at	CPY, SCPL49		3, 3	-3235291	AT3G10410	820205	12753580, 12805628, 12773619, 15047901, 15215502, 15449379, 15539469, 15908604, 18218973, 18571878, 18650403, 18805951, 18775970, 20138839, 20663085, 20736450	GO:0004185: serine-type carboxypeptidase activity, GO:0005576: extracellular region, GO:0005773: vacuole, GO:0005829: cytosol, GO:0006508: proteolysis	
264945_at	AGL27, FLM, MAF1	MADS domain protein - flowering regulator that is closely related to FLC. Deletion of this locus in Nd ecotype is correlated with earlier flowering in short days suggesting function as a negative regulator of flowering., MADS domain protein - flowering regulator that is closely related to FLC. Deletion of this locus in Nd ecotype is correlated with earlier flowering in short days suggesting function as a negative regulator of flowering., MADS domain protein - flowering regulator that is closely related to FLC. Deletion of this locus in Nd ecotype is correlated with earlier flowering in short days suggesting function as a negative regulator of flowering.	1, 1, 1	28955637, 28958311, 28955637, 28955679	AT1G77080	844042	11118137, 11115127, 11351076, 12609028, 11389763, 14558654, 15472079, 15695584, 15659097, 16258034, 17114575, 16839183, 17488241, 18156133, 18650403, 18799658, 16028119, 17205109, 19704664, 19582143, 21749505, 22378382, 22539207, 22995285	GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009909: regulation of flower development, GO:0009910: negative regulation of flower development, GO:0010048: vernalization response, GO:0043481: anthocyanin accumulation in tissues in response to UV light, GO:0048440: carpel development, GO:0048573: photoperiodism, flowering	
264069_at	CH-CPN60A, CPN60A, Cpn60alpha1, SLP	Encodes chaperonin-60 alpha, a molecular chaperone involved in Rubisco folding.  Mutants display aberrant chloroplast and embryo development., Encodes chaperonin-60 alpha, a molecular chaperone involved in Rubisco folding.  Mutants display aberrant chloroplast and embryo development., Encodes chaperonin-60 alpha, a molecular chaperone involved in Rubisco folding.  Mutants display aberrant chloroplast and embryo development., Encodes chaperonin-60 alpha, a molecular chaperone involved in Rubisco folding.  Mutants display aberrant chloroplast and embryo development.	2, 2, 2, 2	11926449	AT2G28000	817344	10964710, 9011092, 1347275, 11779812, 11743115, 11402200, 7629128, 12231961, 14671022, 16553903, 18650403, 19344532, 20118269, 21483722	GO:0005739: mitochondrion, GO:0006457: protein folding, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0009579: thylakoid, GO:0009658: chloroplast organization, GO:0009658: chloroplast organization, GO:0009793: embryo development ending in seed dormancy, GO:0009941: chloroplast envelope, GO:0016020: membrane, GO:0016226: iron-sulfur cluster assembly, GO:0022626: cytosolic ribosome, GO:0048046: apoplast, GO:0048481: plant ovule development	
250649_at	WCRKC1	Encodes a thioredoxin (WCRKC1) localized in chloroplast stroma.  Contains a WCRKC motif.	5	-2060501, -2060503	AT5G06690	830558	14535883, 15713015, 17031546, 18231654, 18545667, 19259774	GO:0009507: chloroplast, GO:0009570: chloroplast stroma	
256676_at	ATPTPKIS1, ATSEX4, DSP4, SEX4	Encodes a plant-specific protein phosphatase that contains a protein tyrosine phosphatase (PTP) catalytic domain and a kinase interaction sequence (KIS) domain. This protein interacts with the plant SnRK AKIN11. Binds starch. Localized in the chloroplast., Encodes a plant-specific protein phosphatase that contains a protein tyrosine phosphatase (PTP) catalytic domain and a kinase interaction sequence (KIS) domain. This protein interacts with the plant SnRK AKIN11. Binds starch. Localized in the chloroplast., Encodes a plant-specific protein phosphatase that contains a protein tyrosine phosphatase (PTP) catalytic domain and a kinase interaction sequence (KIS) domain. This protein interacts with the plant SnRK AKIN11. Binds starch. Localized in the chloroplast., Encodes a plant-specific protein phosphatase that contains a protein tyrosine phosphatase (PTP) catalytic domain and a kinase interaction sequence (KIS) domain. This protein interacts with the plant SnRK AKIN11. Binds starch. Localized in the chloroplast.	3, 3, 3, 3	-19349652, -19349652	AT3G52180	824383	12148529, 11522840, 16513634, 16772378, 18650403, 18775970, 19141707, 19776162, 20018601, 20018599, 19754155, 22100529, 22321580	GO:0000023: maltose metabolic process, GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0005982: starch metabolic process, GO:0005982: starch metabolic process, GO:0005982: starch metabolic process, GO:0005983: starch catabolic process, GO:0006470: protein dephosphorylation, GO:0007623: circadian rhythm, GO:0008138: protein tyrosine/serine/threonine phosphatase activity, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0019203: carbohydrate phosphatase activity, GO:0019252: starch biosynthetic process, GO:0019761: glucosinolate biosynthetic process, GO:0030247: polysaccharide binding, GO:0043085: positive regulation of catalytic activity	
245110_at			2	-17328970	AT2G41550	818753		GO:0005634: nucleus	
246775_at	emb2473, MIRO1	Encodes a protein with similarity to GTPases that is localized to the mitochondrion. Involved in embryogenesis, pollen tube growth and required for mitochondrial development., Encodes a protein with similarity to GTPases that is localized to the mitochondrion. Involved in embryogenesis, pollen tube growth and required for mitochondrial development.	5, 5	9722425, 9722574	AT5G27540	832814	12372144, 12678558, 14671022, 15266054, 15295017, 16720694, 16928278, 18344283, 18650403, 20931334, 21146842, 21494602	GO:0000003: reproduction, GO:0000741: karyogamy, GO:0005739: mitochondrion, GO:0005739: mitochondrion, GO:0006312: mitotic recombination, GO:0006325: chromatin organization, GO:0006626: protein targeting to mitochondrion, GO:0007005: mitochondrion organization, GO:0007131: reciprocal meiotic recombination, GO:0009560: embryo sac egg cell differentiation, GO:0009640: photomorphogenesis, GO:0009793: embryo development ending in seed dormancy, GO:0009793: embryo development ending in seed dormancy, GO:0009845: seed germination, GO:0009860: pollen tube growth, GO:0009909: regulation of flower development, GO:0009933: meristem structural organization, GO:0010090: trichome morphogenesis, GO:0010162: seed dormancy process, GO:0010182: sugar mediated signaling pathway, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0010638: positive regulation of organelle organization, GO:0016567: protein ubiquitination, GO:0019915: lipid storage, GO:0030048: actin filament-based movement, GO:0033044: regulation of chromosome organization, GO:0048825: cotyledon development, GO:0050826: response to freezing, GO:0051301: cell division, GO:0051604: protein maturation, GO:0051645: Golgi localization, GO:0051646: mitochondrion localization, GO:0060151: peroxisome localization	
265138_at			1	-19014260	AT1G51300	841553	16299181	GO:0005737: cytoplasm	
260829_s_at								GO:0004175: endopeptidase activity, GO:0006465: signal peptide processing, GO:0006508: proteolysis, GO:0008233: peptidase activity, GO:0009507: chloroplast, GO:0009534: chloroplast thylakoid, GO:0016020: membrane	
252340_at	AtMYB45, MYB45	Member of the R2R3 factor gene family., Member of the R2R3 factor gene family.	3, 3	18139392	AT3G48920	824053	11118137, 11597504, 12368493, 12609038, 14623097, 15310832, 16463103, 17061125, 18053238	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009751: response to salicylic acid	
267495_at									
252724_at			3	15430689, 15430759	AT3G43540	823446	15937229, 18650403	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process, GO:0009507: chloroplast, GO:0009507: chloroplast	
265226_at			2	-12159562	AT2G28430	817391	18775970	GO:0003674: molecular_function, GO:0008150: biological_process, GO:0009507: chloroplast, GO:0009536: plastid	
261923_at	AtUGT85A3, UGT85A3	Encodes a putative UDP-glucosyl transferase. At1g22380 was initially identified as encoding the protein AAF87154, which has been classified as a bHLH protein (AtbHLH152). Subsequently it has been found that the AAF87154 protein appears to be encoded by the AT1G23970 genomic locus., Encodes a putative UDP-glucosyl transferase. At1g22380 was initially identified as encoding the protein AAF87154, which has been classified as a bHLH protein (AtbHLH152). Subsequently it has been found that the AAF87154 protein appears to be encoded by the AT1G23970 genomic locus.	1, 1	-7900387	AT1G22380	838845	12679534, 12897250, 14600211, 16805732, 17498920, 20472752	GO:0015020: glucuronosyltransferase activity, GO:0015824: proline transport, GO:0016757: transferase activity, transferring glycosyl groups	
265192_at			1	-1451030	AT1G05060	839336	12368499, 16510518, 18650403, 18775970, 20736450	GO:0003674: molecular_function, GO:0009507: chloroplast	
266275_at			2	12606059	AT2G29370	817486	22487254	GO:0005575: cellular_component, GO:0006863: purine nucleobase transport, GO:0016491: oxidoreductase activity	00960: Tropane, piperidine and pyridine alkaloid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
266795_at	MED8	Encodes a subunit of the Mediator complex.  Regulates plant defense and flowering.	2	905619	AT2G03070	814836	15342534, 17560376, 19671879, 22021418, 22353872, 23106228	GO:0000278: mitotic cell cycle, GO:0005634: nucleus, GO:0006310: DNA recombination, GO:0006396: RNA processing, GO:0007062: sister chromatid cohesion, GO:0007131: reciprocal meiotic recombination, GO:0009887: animal organ morphogenesis, GO:0009888: tissue development, GO:0009909: regulation of flower development, GO:0010332: response to gamma radiation, GO:0010638: positive regulation of organelle organization, GO:0016592: mediator complex, GO:0031048: chromatin silencing by small RNA, GO:0032204: regulation of telomere maintenance, GO:0033044: regulation of chromosome organization, GO:0042138: meiotic DNA double-strand break formation, GO:0043247: telomere maintenance in response to DNA damage, GO:0045132: meiotic chromosome segregation, GO:0050832: defense response to fungus	
256206_at			1	-18866753	AT1G50910	841513		GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
265478_at	MEE14		2	-6920369, -6920369	AT2G15890	816085	12368499, 12509532, 14576160, 14973164, 15047898, 15377757, 15634699, 16081496, 16262716, 17937930, 18417639, 18671872, 18805951, 18923020, 19656045, 22353860	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009507: chloroplast, GO:0009793: embryo development ending in seed dormancy, GO:0050832: defense response to fungus	
250394_at			5	3439553	AT5G10910	830958	14576160	GO:0005737: cytoplasm, GO:0008168: methyltransferase activity	
251956_at	CP29	Encodes a nuclear gene with a consensus RNA-binding domain that is localized to the chloroplast.	3	-19819210, -19819668, -19819185, -19819236	AT3G53460	824514	7894017, 17511964, 18650403, 20118269, 21915352, 23110894, 23334891	GO:0003723: RNA binding, GO:0003723: RNA binding, GO:0006396: RNA processing, GO:0007623: circadian rhythm, GO:0008266: poly(U) RNA binding, GO:0008380: RNA splicing, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009534: chloroplast thylakoid, GO:0009570: chloroplast stroma, GO:0009579: thylakoid, GO:0009631: cold acclimation, GO:0043489: RNA stabilization	
259548_at	MLP165		1	-12936849	AT1G35260	840415	12952558	GO:0003674: molecular_function, GO:0005634: nucleus	
247355_at	SPT42		5	25487981, 25487927	AT5G63670	836487	12912986, 14764557	GO:0000394: RNA splicing, via endonucleolytic cleavage and ligation, GO:0005634: nucleus, GO:0006366: transcription by RNA polymerase II	
249276_at	POLA3, POLA4		5, 5	16760908	AT5G41880	834193	15937229, 16126853, 17873092, 18528439	GO:0003896: DNA primase activity, GO:0005634: nucleus, GO:0006260: DNA replication, GO:0006260: DNA replication, GO:0006261: DNA-dependent DNA replication, GO:0006306: DNA methylation, GO:0008283: cell proliferation, GO:0051567: histone H3-K9 methylation	00230: Purine metabolism, 00240: Pyrimidine metabolism, 01100: Metabolic pathways, 03030: DNA replication
266296_at	ATGSTU7, GST25, GSTU7	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002). Induced by Salicylic acid. Independent of NPR1 for their induction by salicylic acid., Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002). Induced by Salicylic acid. Independent of NPR1 for their induction by salicylic acid., Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002). Induced by Salicylic acid. Independent of NPR1 for their induction by salicylic acid.	2, 2, 2	-12617936	AT2G29420	817491	12090627, 12169696, 14690509, 15159623, 15618427, 15546358, 15807784, 15824099, 16088002, 16307367, 16463051, 17545220, 18334669, 19174456	GO:0004364: glutathione transferase activity, GO:0004364: glutathione transferase activity, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0009407: toxin catabolic process, GO:0009407: toxin catabolic process, GO:0009751: response to salicylic acid, GO:0010583: response to cyclopentenone	
261553_at			1	23515874	AT1G63420	842648	18650403	GO:0005768: endosome, GO:0005794: Golgi apparatus, GO:0005802: trans-Golgi network, GO:0008150: biological_process, GO:0009507: chloroplast	
258215_at	atToc64-III, TOC64-III	Integral chloroplast outer membrane protein., Integral chloroplast outer membrane protein.	3, 3	6147962	AT3G17970	819660	15546358, 16738862, 17411438, 17655652, 19086173, 17306301, 20856808, 23131143	GO:0009165: nucleotide biosynthetic process, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009941: chloroplast envelope, GO:0031359: integral component of chloroplast outer membrane	
248744_at	BBX8		5	-19561319	AT5G48250	834878	11118137, 15659355, 15937229, 18408043, 19920209, 20226671	GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0007623: circadian rhythm, GO:0008270: zinc ion binding	
249636_at	BGLU42		5	-14542026, -14541350	AT5G36890	833656	15539473, 16367961, 15604686, 20627899	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005829: cytosol, GO:0009507: chloroplast, GO:0071281: cellular response to iron ion, GO:0071369: cellular response to ethylene stimulus, GO:0071732: cellular response to nitric oxide	
248339_at	OVA6, PRORS1		5, 5	21311063	AT5G52520	835328	16251277, 16297076, 16517761, 18650403	GO:0004812: aminoacyl-tRNA ligase activity, GO:0005524: ATP binding, GO:0005739: mitochondrion, GO:0006418: tRNA aminoacylation for protein translation, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009553: embryo sac development, GO:0009570: chloroplast stroma, GO:0009658: chloroplast organization, GO:0009793: embryo development ending in seed dormancy, GO:0010027: thylakoid membrane organization, GO:0010109: regulation of photosynthesis, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0016226: iron-sulfur cluster assembly, GO:0048316: seed development, GO:0048481: plant ovule development, GO:0048481: plant ovule development	00970: Aminoacyl-tRNA biosynthesis
261318_at			1	-19761700	AT1G53035	841737	18671872	GO:0003674: molecular_function, GO:0007623: circadian rhythm, GO:0008150: biological_process, GO:0009507: chloroplast	
259118_at			3	-94177, -94171	AT3G01310	821297	17077148, 22442409	GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0007623: circadian rhythm	
265412_at	ATTOC132, TOC132		2, 2	-7211112	AT2G16640	816165	11299338, 19086173, 19211693, 20042108, 20457805, 20562235	GO:0004888: transmembrane signaling receptor activity, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009707: chloroplast outer membrane, GO:0009707: chloroplast outer membrane, GO:0009855: determination of bilateral symmetry, GO:0009887: animal organ morphogenesis, GO:0010051: xylem and phloem pattern formation, GO:0016020: membrane, GO:0045036: protein targeting to chloroplast, GO:0045036: protein targeting to chloroplast, GO:0048439: flower morphogenesis, GO:0048519: negative regulation of biological process	
260070_at	BEE3		1	27759975, 27759973	AT1G73830	843719	11118137, 12679534, 12897250, 14600211, 15078338, 12454087, 16121258, 16214899, 16463051, 16813576, 18192438, 21693516	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006351: transcription, DNA-templated, GO:0006355: regulation of transcription, DNA-templated	
265093_at	ABCI19		1	993400	AT1G03905	839376	15381434, 16460505, 18299247, 20736450	GO:0005886: plasma membrane	03018: RNA degradation
261632_at			1	18561829	AT1G50120	841434	22589469	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process, GO:0042546: cell wall biogenesis, GO:0044036: cell wall macromolecule metabolic process	
263473_at	UGT74D1		2	13497233	AT2G31750	817732	14576160, 15342621	GO:0008194: UDP-glycosyltransferase activity, GO:0009850: auxin metabolic process, GO:0016757: transferase activity, transferring glycosyl groups, GO:0016758: transferase activity, transferring hexosyl groups, GO:0052638: indole-3-butyrate beta-glucosyltransferase activity	
249742_at			5	8365601	AT5G24490	832520	12605670, 14535883, 15377757, 16244138, 18231654, 18315867, 18650403	GO:0003735: structural constituent of ribosome, GO:0005840: ribosome, GO:0006412: translation, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009534: chloroplast thylakoid, GO:0009570: chloroplast stroma	
254958_at	NDPK3	nucleoside diphosphate kinase 3 (ndpk3), located to the inter-membrane space in mitochondria	4	-6732580	AT4G11010	826702	11718729, 11743114, 12492832, 14576160, 14671022, 15561727, 15998247, 16247729, 16618929, 17059404, 18057937, 18650403, 18775970, 20018591	GO:0004550: nucleoside diphosphate kinase activity, GO:0005524: ATP binding, GO:0005739: mitochondrion, GO:0005743: mitochondrial inner membrane, GO:0006979: response to oxidative stress, GO:0008270: zinc ion binding, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009853: photorespiration, GO:0019932: second-messenger-mediated signaling, GO:0050897: cobalt ion binding	00230: Purine metabolism, 00240: Pyrimidine metabolism, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
260746_at	ATGSTU19, GST8, GSTU19	Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim., Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim., Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.	1, 1, 1	-29486413	AT1G78380	844174	12102506, 12090627, 12169696, 12207667, 12417700, 14623097, 14617064, 15010611, 14996219, 15159623, 15235117, 15769804, 15980498, 16055689, 16088002, 16254930, 16377752, 16361527, 16358359, 16502469, 16679420, 16829588, 16776300, 17163439, 17828791, 18184068, 18334669, 18441225, 18684336, 18775970, 19174456, 19520850, 19830397, 20031254, 20118269, 20442276, 22442409	GO:0004364: glutathione transferase activity, GO:0005737: cytoplasm, GO:0005774: vacuolar membrane, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006094: gluconeogenesis, GO:0006096: glycolytic process, GO:0006635: fatty acid beta-oxidation, GO:0006979: response to oxidative stress, GO:0009407: toxin catabolic process, GO:0009407: toxin catabolic process, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0009651: response to salt stress, GO:0010583: response to cyclopentenone, GO:0016036: cellular response to phosphate starvation, GO:0019375: galactolipid biosynthetic process, GO:0042631: cellular response to water deprivation, GO:0042631: cellular response to water deprivation, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0043295: glutathione binding, GO:0046686: response to cadmium ion, GO:0046686: response to cadmium ion, GO:0051788: response to misfolded protein, GO:0080129: proteasome core complex assembly	
264165_at	ABCI13, ATNAP11, NAP11, TGD3	Encodes a member of NAP subfamily of transporters.  Mutations in this gene suppress the low temperature-induced phenotype of Arabidopsis tocopherol-deficient mutant vte2., Encodes a member of NAP subfamily of transporters.  Mutations in this gene suppress the low temperature-induced phenotype of Arabidopsis tocopherol-deficient mutant vte2., Encodes a member of NAP subfamily of transporters.  Mutations in this gene suppress the low temperature-induced phenotype of Arabidopsis tocopherol-deficient mutant vte2., Encodes a member of NAP subfamily of transporters.  Mutations in this gene suppress the low temperature-induced phenotype of Arabidopsis tocopherol-deficient mutant vte2.	1, 1, 1, 1	24295169	AT1G65410	842852	11346655, 12663546, 14576160, 15381434, 16684236, 17164256, 18299247, 19416982, 20345604	GO:0005215: transporter activity, GO:0006869: lipid transport, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009536: plastid, GO:0016887: ATPase activity	
262236_at			1	17863837	AT1G48330	841253	17122072, 18650403	GO:0003674: molecular_function, GO:0008150: biological_process	
251985_at			3	19721994	AT3G53220	824488	17031546	GO:0005737: cytoplasm	
264656_at			1	-2895166	AT1G09010	837422	12620340, 15247239, 15539469, 15713887, 20736450	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005576: extracellular region, GO:0005773: vacuole	
257199_at	AtTic22-III, Tic22-III		3, 3	8534032	AT3G23710	821952	12383089, 12953064, 14576160, 19086173, 23204504	GO:0009507: chloroplast, GO:0009536: plastid, GO:0009706: chloroplast inner membrane	
258806_at			3	1040548	AT3G04020	819557		GO:0005634: nucleus	
254147_at	EMB140	A locus involved in embryogenesis. Mutations in this locus result in embryo lethality.	4	-12581601, -12581601	AT4G24270	828529		GO:0003723: RNA binding, GO:0005634: nucleus, GO:0009560: embryo sac egg cell differentiation, GO:0009793: embryo development ending in seed dormancy	
266157_at	ATFUC1, FUC1	Encodes a protein with &#945;-fucosidase activity. The activity was assessed on 2'-fucosyl-lactitol. AtFUC1 was not able to act on XXFG substrates, at least when heterologously expressed in <i>Pichia pastoris</i>. The enzyme has been postulated to act on fucosylated substrates other than xyloglucan oligosaccharides.  was shown (<i>Pichia pastoris</i>) to hydrolyze fucose in 3- and 4-linkage , hence was characterized as alpha-L-3,4-fucosidase, Encodes a protein with &#945;-fucosidase activity. The activity was assessed on 2'-fucosyl-lactitol. AtFUC1 was not able to act on XXFG substrates, at least when heterologously expressed in <i>Pichia pastoris</i>. The enzyme has been postulated to act on fucosylated substrates other than xyloglucan oligosaccharides.  was shown (<i>Pichia pastoris</i>) to hydrolyze fucose in 3- and 4-linkage , hence was characterized as alpha-L-3,4-fucosidase	2, 2	11974663	AT2G28100	817355	11788770, 14576160, 15694452, 15539469, 16516937	GO:0004560: alpha-L-fucosidase activity, GO:0004560: alpha-L-fucosidase activity, GO:0005576: extracellular region, GO:0005773: vacuole, GO:0006516: glycoprotein catabolic process	
266347_at			2	-193701	AT2G01440	814672	14576160	GO:0005634: nucleus, GO:0008026: ATP-dependent helicase activity	03440: Homologous recombination
261102_at			1	23291929, 23291955	AT1G62880	842589		GO:0003674: molecular_function, GO:0009507: chloroplast, GO:0016020: membrane	
247525_at	APRR1, AtTOC1, PRR1, TOC1	Pseudo response regulator involved in the generation of circadian rhythms. TOC1 appears to shorten the period of circumnutation speed.  TOC1 contributes to the plant fitness (carbon fixation, biomass) by influencing the circadian clock period. PRR3 may increase the stability of TOC1 by preventing interactions between TOC1 and the F-box protein ZTL. Expression of TOC1 is correlated with rhythmic changes in chromatin organization., Pseudo response regulator involved in the generation of circadian rhythms. TOC1 appears to shorten the period of circumnutation speed.  TOC1 contributes to the plant fitness (carbon fixation, biomass) by influencing the circadian clock period. PRR3 may increase the stability of TOC1 by preventing interactions between TOC1 and the F-box protein ZTL. Expression of TOC1 is correlated with rhythmic changes in chromatin organization., Pseudo response regulator involved in the generation of circadian rhythms. TOC1 appears to shorten the period of circumnutation speed.  TOC1 contributes to the plant fitness (carbon fixation, biomass) by influencing the circadian clock period. PRR3 may increase the stability of TOC1 by preventing interactions between TOC1 and the F-box protein ZTL. Expression of TOC1 is correlated with rhythmic changes in chromatin organization., Pseudo response regulator involved in the generation of circadian rhythms. TOC1 appears to shorten the period of circumnutation speed.  TOC1 contributes to the plant fitness (carbon fixation, biomass) by influencing the circadian clock period. PRR3 may increase the stability of TOC1 by preventing interactions between TOC1 and the F-box protein ZTL. Expression of TOC1 is correlated with rhythmic changes in chromatin organization.	5, 5, 5, 5	24675064	AT5G61380	836259	10945350, 10926537, 10069068, 10023572, 9425143, 9090876, 7855595, 11710981, 11266585, 11574878, 11486091, 12015970, 12091722, 12068096, 11828023, 12226490, 12198185, 12481060, 12461138, 12533513, 12509533, 11100772, 12668783, 12736379, 12826627, 12955513, 14634161, 14634148, 14654842, 14749486, 15084732, 15169947, 15310821, 15356333, 15649364, 15695441, 15734916, 15767265, 15767264, 14668869, 12495746, 15908595, 16006522, 16040710, 15908440, 16164597, 16212608, 16428597, 16617099, 16709190, 17132630, 17098855, 17284849, 17284847, 17341813, 17384164, 17468223, 17464190, 17420570, 17519251, 17483414, 17540692, 17662034, 17631524, 17616736, 17877705, 18055606, 18178585, 18433436, 18480377, 18562312, 18650403, 18707796, 18676661, 19015137, 19098071, 19060255, 19286557, 17704763, 16729048, 17102804, 17916114, 19029881, 19380736, 19704729, 19837816, 19820331, 19841666, 20007447, 19943973, 20091337, 20119844, 20233950, 20407420, 20354196, 19816401, 20406410, 21183706, 21219507, 21205033, 21198120, 21236675, 21358285, 21357491, 21447790, 21483796, 21477822, 21474993, 21571948, 21949396, 21884973, 22284718, 22315425, 22311777, 22395476, 22546533, 22878891, 22866056, 23006446, 22995285, 23144785, 23128602, 23221775	GO:0000156: phosphorelay response regulator activity, GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006351: transcription, DNA-templated, GO:0006355: regulation of transcription, DNA-templated, GO:0006355: regulation of transcription, DNA-templated, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0009639: response to red or far red light, GO:0010031: circumnutation, GO:0010629: negative regulation of gene expression, GO:0042752: regulation of circadian rhythm, GO:0048574: long-day photoperiodism, flowering	04712: Circadian rhythm - plant
