Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
247128_at	HIPP27		5	26430202	AT5G66110	836743	12196180, 15047901, 18631293, 21072340, 22645532	GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0046872: metal ion binding	
247792_at			5	23742450, 23742450	AT5G58787	835995		GO:0005575: cellular_component, GO:0008150: biological_process, GO:0008270: zinc ion binding	
264741_at			1	-23009911, -23009911	AT1G62290	842526	12230581, 12417707, 14576160, 14697270, 14765119, 15047901, 15215502, 15539469, 15965014, 16581873, 16673935	GO:0005576: extracellular region, GO:0005773: vacuole, GO:0006508: proteolysis	
254101_at	AMY1, ATAMY1	Predicted to be secreted protein based on signalP prediction. Involved in starch mobilization.  Mutants are defective in alpha-amylase activity. (Note: AMY1 has been found in the literature to be referred to as AMY3, which is not to be confused with AMY3/At1g69830)., Predicted to be secreted protein based on signalP prediction. Involved in starch mobilization.  Mutants are defective in alpha-amylase activity. (Note: AMY1 has been found in the literature to be referred to as AMY3, which is not to be confused with AMY3/At1g69830).	4, 4	-12851969	AT4G25000	828603	15047901, 15347792, 15637061, 15665241, 15749471, 15862090, 15927942, 15908439, 16553896, 17189325, 17324226, 18307990, 18650403, 19225807, 19250611	GO:0004556: alpha-amylase activity, GO:0004556: alpha-amylase activity, GO:0005576: extracellular region, GO:0005576: extracellular region, GO:0009737: response to abscisic acid, GO:0009739: response to gibberellin, GO:0048046: apoplast	00500: Starch and sucrose metabolism, 01100: Metabolic pathways
265197_at	UGT73C1		2	-15410462	AT2G36750	818247	14739338, 15381001, 15342621, 16306146, 18266923, 18702669, 20736450	GO:0008194: UDP-glycosyltransferase activity, GO:0009507: chloroplast, GO:0010224: response to UV-B, GO:0016757: transferase activity, transferring glycosyl groups, GO:0035251: UDP-glucosyltransferase activity, GO:0050403: trans-zeatin O-beta-D-glucosyltransferase activity, GO:0050502: cis-zeatin O-beta-D-glucosyltransferase activity	00908: Zeatin biosynthesis
245904_at	ATSPS2F, KNS2, SPS1, SPS2F, SPSA2	Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation., Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation., Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation., Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation., Encodes a protein with putative sucrose-phosphate synthase activity.Involved in pollen exine formation.	5, 5, 5, 5, 5	3536226	AT5G11110	830979	12845583, 15734908, 16258015, 16287031, 16463051, 16615871, 16876912, 16916443, 17461790, 18650403, 18779216, 18775970, 21309792	GO:0001666: response to hypoxia, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0010208: pollen wall assembly, GO:0019375: galactolipid biosynthetic process	
245903_at	ATSYTD, NTMC2T2.2, NTMC2TYPE2.2, SYT4, SYTD		5, 5, 5, 5, 5	3532402	AT5G11100	830978	11543631, 20498364, 20736450	GO:0005886: plasma membrane, GO:0008150: biological_process, GO:0009887: animal organ morphogenesis, GO:0009888: tissue development, GO:0010638: positive regulation of organelle organization, GO:0016126: sterol biosynthetic process, GO:0019745: pentacyclic triterpenoid biosynthetic process, GO:0033044: regulation of chromosome organization	
256603_at			3	10538105, 10538105	AT3G28270	822453	11752382, 15546358, 16766691, 18356294, 18441212, 18671872	GO:0003674: molecular_function, GO:0008150: biological_process	
248434_at			5	20891163	AT5G51440	835218	12969430, 14964527, 15356332, 15695462, 16081496, 16531488, 17085506, 17233795, 17513503, 17905899, 18305208, 18650403, 18783601, 18775970, 18854047	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0034976: response to endoplasmic reticulum stress, GO:0042542: response to hydrogen peroxide	
250199_at	MPL1		5	-4571337	AT5G14180	831268	12535340, 14982972, 15319476, 16226259, 18783601, 18775970, 19291320, 21105927	GO:0002213: defense response to insect, GO:0003824: catalytic activity, GO:0005576: extracellular region, GO:0006635: fatty acid beta-oxidation, GO:0009062: fatty acid catabolic process, GO:0016298: lipase activity	
264082_at			2	12241770	AT2G28570	817405	12481097, 14551330, 15047898, 16299169	GO:0003674: molecular_function, GO:0008150: biological_process	
265872_at	atnudt17, NUDT17		2, 2	-296510	AT2G01670	814696	15047898, 15878881, 18650403, 18815383, 18775970	GO:0005739: mitochondrion, GO:0016787: hydrolase activity	
263406_at	AIR3	isolated from differential screening of a cDNA library from auxin-treated root culture. encodes a protein similar to subtilisin-like serine protease which is believed to be active outside the plant cell.	2	-1401268	AT2G04160	814953	10231025, 10080694, 11114891, 12566592, 12805589, 12913156, 14697270, 15047898, 15489280, 15769804, 16193095, 16895613, 18441212, 18622388	GO:0004252: serine-type endopeptidase activity, GO:0004252: serine-type endopeptidase activity, GO:0005576: extracellular region, GO:0005618: cell wall, GO:0006508: proteolysis, GO:0008152: metabolic process, GO:0009733: response to auxin, GO:0010102: lateral root morphogenesis, GO:0019761: glucosinolate biosynthetic process	
259913_at			1	27353791, 27353882, 27353880	AT1G72660	843598	15047901, 17888165, 19460440	GO:0005525: GTP binding, GO:0005737: cytoplasm, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0016114: terpenoid biosynthetic process, GO:0042542: response to hydrogen peroxide	
258984_at	ATERDJ3A, TMS1	J domain protein localized in ER lumen. Can compensate for the growth defect in jem1 scj1 mutant yeast. Also shows similarity to HSP40 proteins and is induced by heat stress. At high temperatures, mutant alleles are not transmitted through the pollen due to defects in pollen tube growth., J domain protein localized in ER lumen. Can compensate for the growth defect in jem1 scj1 mutant yeast. Also shows similarity to HSP40 proteins and is induced by heat stress. At high temperatures, mutant alleles are not transmitted through the pollen due to defects in pollen tube growth.	3, 3	2737537	AT3G08970	820049	16258017, 18650403, 18718935, 18775970, 18980646	GO:0005788: endoplasmic reticulum lumen, GO:0006457: protein folding, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009506: plasmodesma, GO:0009644: response to high light intensity, GO:0009688: abscisic acid biosynthetic process, GO:0009860: pollen tube growth, GO:0010286: heat acclimation, GO:0016491: oxidoreductase activity, GO:0034605: cellular response to heat, GO:0042542: response to hydrogen peroxide	
247509_at	AT-HSFB2A, HSFB2A	member of Heat Stress Transcription Factor (Hsf) family, member of Heat Stress Transcription Factor (Hsf) family	5, 5	24916089	AT5G62020	836322	11118137, 16553893, 17337630, 17408486, 17722694, 18775970, 19125253, 19324928, 20504319, 21471117, 22571635	GO:0002679: respiratory burst involved in defense response, GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0010200: response to chitin, GO:0010200: response to chitin, GO:0035556: intracellular signal transduction	
256779_at	AtcwINV5, CWINV5		3, 3	-4528529	AT3G13784	820590	12508063, 12586884, 14871666, 15047901, 16998091, 18441212, 18775970	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005576: extracellular region	
266098_at			2	15859239	AT2G37870	818363	15743445, 15824099, 16284313, 17351116, 18291034, 18682547, 20484005	GO:0005576: extracellular region, GO:0006869: lipid transport, GO:0008289: lipid binding, GO:0009506: plasmodesma	
264594_at	ATSERAT3;1, SAT-106	Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system. Expression is induced after long-term sulfur starvation., Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system. Expression is induced after long-term sulfur starvation.	2, 2	-7668078	AT2G17640	816271	15579666, 15949827, 15937229, 16244144, 16307301, 16539601, 17189325, 17425333, 18178671	GO:0000103: sulfate assimilation, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0009001: serine O-acetyltransferase activity, GO:0009001: serine O-acetyltransferase activity, GO:0009001: serine O-acetyltransferase activity, GO:0016407: acetyltransferase activity	00270: Cysteine and methionine metabolism, 00920: Sulfur metabolism, 01100: Metabolic pathways
249917_at			5	-7443508, -7443508	AT5G22460	832307	12953064, 14760709, 16287169, 16673935, 16648215, 16813576, 17082308, 17581762	GO:0003824: catalytic activity, GO:0005618: cell wall, GO:0005773: vacuole, GO:0008150: biological_process, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma	
251130_at	AtNPF8.2, ATPTR5, NPF8.2, PTR5	Encodes a dipeptide transporter expressed in pollen and ovules during early seed development. GFP-tagged PTR5 localizes to the plasma membrane., Encodes a dipeptide transporter expressed in pollen and ovules during early seed development. GFP-tagged PTR5 localizes to the plasma membrane., Encodes a dipeptide transporter expressed in pollen and ovules during early seed development. GFP-tagged PTR5 localizes to the plasma membrane., Encodes a dipeptide transporter expressed in pollen and ovules during early seed development. GFP-tagged PTR5 localizes to the plasma membrane.	5, 5, 5, 5	-61017	AT5G01180	831725	15500465, 16460505, 16607029, 17085506, 18753286, 18775970, 20501909, 20937801, 21904872, 22537078	GO:0005215: transporter activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006857: oligopeptide transport, GO:0009860: pollen tube growth, GO:0016020: membrane, GO:0042938: dipeptide transport	
248759_at			5	-19301188	AT5G47610	834811	11983057, 14576160, 15659098, 17227549	GO:0005634: nucleus, GO:0008270: zinc ion binding	
262967_at			1	-28435706, -28435710	AT1G75730	843907	18567827, 20226671	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
256245_at	ATHSP70, HSP70		3, 3	-3991261	AT3G12580	820438	11402207, 17059409, 18065690, 18334669, 18650403, 18775970, 19292762, 19453455, 16299395, 17306301, 17350264, 19019009, 18997426, 19704521, 19783066, 19763086, 20080316, 20079334, 20140739, 20493581, 20536787, 20856808, 21612577, 21596689, 21592617, 21798377, 22021418, 21767504, 22771433, 22899711, 22995300, 23080295, 23238922	GO:0005524: ATP binding, GO:0005618: cell wall, GO:0005739: mitochondrion, GO:0005774: vacuolar membrane, GO:0005794: Golgi apparatus, GO:0005829: cytosol, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006457: protein folding, GO:0006457: protein folding, GO:0009266: response to temperature stimulus, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009615: response to virus, GO:0009617: response to bacterium, GO:0009644: response to high light intensity, GO:0009644: response to high light intensity, GO:0016567: protein ubiquitination, GO:0031625: ubiquitin protein ligase binding, GO:0034976: response to endoplasmic reticulum stress, GO:0042542: response to hydrogen peroxide, GO:0042542: response to hydrogen peroxide, GO:0046686: response to cadmium ion, GO:0048046: apoplast	03040: Spliceosome, 04141: Protein processing in endoplasmic reticulum, 04144: Endocytosis
245769_at	ATINT2, INT2	Inositol transporter presenting conserved extracellular loop domains homologs of plexins/semaphorin/integrin  (PSI) domains from animal type I receptors., Inositol transporter presenting conserved extracellular loop domains homologs of plexins/semaphorin/integrin  (PSI) domains from animal type I receptors.	1, 1	-10632821	AT1G30220	839902	15598803, 16603666, 17951450, 18441213, 18603618, 18775970, 20230529	GO:0005351: carbohydrate:proton symporter activity, GO:0005366: myo-inositol:proton symporter activity, GO:0005366: myo-inositol:proton symporter activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006863: purine nucleobase transport, GO:0015144: carbohydrate transmembrane transporter activity, GO:0015798: myo-inositol transport, GO:0016020: membrane, GO:0023052: signaling, GO:0090406: pollen tube	
262947_at	GASA1	GA-responsive GAST1 protein homolog regulated by BR and GA antagonistically.  Possibly involved in cell elongation based on expression data	1	-28441526, -28441645	AT1G75750	843908	10849358, 9520278, 7727751, 11598220, 12169696, 12368493, 12753580, 12795706, 14973164, 15574398, 15584951, 15807784, 15772289, 15144382, 16307366, 16287169, 16621846, 16920880, 17293567, 18552355, 18753283, 18684332, 22319074	GO:0000271: polysaccharide biosynthetic process, GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0005618: cell wall, GO:0006569: tryptophan catabolic process, GO:0009505: plant-type cell wall, GO:0009684: indoleacetic acid biosynthetic process, GO:0009737: response to abscisic acid, GO:0009739: response to gibberellin, GO:0009739: response to gibberellin, GO:0009741: response to brassinosteroid, GO:0009825: multidimensional cell growth, GO:0009826: unidimensional cell growth, GO:0009932: cell tip growth, GO:0010817: regulation of hormone levels, GO:0043481: anthocyanin accumulation in tissues in response to UV light, GO:0048767: root hair elongation, GO:0071555: cell wall organization	
256145_at			1	18035967	AT1G48750	841297	15546358, 15894741, 16648215, 18160300, 18291034, 18552355, 18603616	GO:0005576: extracellular region, GO:0006869: lipid transport, GO:0008289: lipid binding	
245243_at			1	16847781	AT1G44414	841028		GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0006457: protein folding, GO:0008150: biological_process, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0042542: response to hydrogen peroxide	
255550_at	AtSTS, RS4, STS	Encodes a putative stachyose synthetase., Encodes a putative stachyose synthetase., Encodes a putative stachyose synthetase.	4, 4, 4	-853922	AT4G01970	828186	15610345, 16299181, 16489130, 15034167, 17915010, 18502973, 20351290, 20226671, 21717185	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005737: cytoplasm, GO:0006979: response to oxidative stress, GO:0047268: galactinol-raffinose galactosyltransferase activity, GO:0080167: response to karrikin	00052: Galactose metabolism
266532_at			2	7316889, 7316889	AT2G16890	816190	12913156, 14690509, 15047901, 15333754, 16630346, 16673935, 16829591	GO:0008194: UDP-glycosyltransferase activity, GO:0009507: chloroplast, GO:0016757: transferase activity, transferring glycosyl groups, GO:0016758: transferase activity, transferring hexosyl groups	
265151_at			1	19032013, 19031997	AT1G51340	841557	16098107, 16297074, 16684236, 18544632, 20736450	GO:0005886: plasma membrane, GO:0019761: glucosinolate biosynthetic process	
247851_at	ATTIL, TIL	Encodes a temperature-induced lipocalin TIL1.  Involved in thermotolerance.  Peripherally associated with plasma membrane., Encodes a temperature-induced lipocalin TIL1.  Involved in thermotolerance.  Peripherally associated with plasma membrane.	5, 5	-23500061	AT5G58070	835919	12368499, 12753580, 12969430, 14535880, 15047901, 15276431, 15235117, 15494554, 16618929, 16581873, 16679420, 18212028, 18671872, 18643985, 18808718, 18775970, 18931141, 19302169, 20118269, 20959419	GO:0005215: transporter activity, GO:0005576: extracellular region, GO:0005739: mitochondrion, GO:0005773: vacuole, GO:0005774: vacuolar membrane, GO:0005783: endoplasmic reticulum, GO:0005794: Golgi apparatus, GO:0005886: plasma membrane, GO:0006810: transport, GO:0009408: response to heat, GO:0009409: response to cold, GO:0009416: response to light stimulus, GO:0009506: plasmodesma, GO:0009735: response to cytokinin, GO:0042538: hyperosmotic salinity response	
260456_at									
246874_at	ASD2, ATASD2		5, 5	-9121727	AT5G26120	832681	14512381	GO:0005576: extracellular region, GO:0016798: hydrolase activity, acting on glycosyl bonds	
267238_at	KMD3		2	18253610	AT2G44130	819019	15047898, 15345049, 15824099, 17217462, 18650403, 18805951, 23075039	GO:0005634: nucleus	
262357_at			1	-27475060	AT1G73040	843635	15047901	GO:0005576: extracellular region, GO:0008150: biological_process, GO:0015996: chlorophyll catabolic process	
263164_at	AtLFG4, LFG4		1, 1	729935, 729901	AT1G03070	839581	17085506, 17888165, 18775970, 21838868	GO:0006457: protein folding, GO:0008150: biological_process, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0016595: glutamate binding, GO:0042542: response to hydrogen peroxide	
245352_at	UGT84A3	Encodes a protein that might have sinapic acid:UDP-glucose glucosyltransferase activity.	4	-8852698	AT4G15490	827221	14535885, 15282545, 15341629, 15824099, 17217457, 18552234	GO:0008194: UDP-glycosyltransferase activity, GO:0016757: transferase activity, transferring glycosyl groups, GO:0050284: sinapate 1-glucosyltransferase activity	
250909_at			5	-965874	AT5G03700	831753	16126853	GO:0005768: endosome, GO:0005794: Golgi apparatus, GO:0005802: trans-Golgi network, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006857: oligopeptide transport	
263881_at			2	-9302885	AT2G21820	816718	14973164, 15144374, 16673935, 18835996	GO:0003674: molecular_function, GO:0005737: cytoplasm, GO:0008150: biological_process	
260248_at	ATHSP101, HOT1, HSP101	Encodes ClpB1, which belongs to the Casein lytic proteinase/heat shock protein 100 (Clp/Hsp100) family.  Involved in refolding of proteins which form aggregates under heat stress. Also known as AtHsp101.  AtHsp101 is a cytosolic heat shock protein required for acclimation to high temperature., Encodes ClpB1, which belongs to the Casein lytic proteinase/heat shock protein 100 (Clp/Hsp100) family.  Involved in refolding of proteins which form aggregates under heat stress. Also known as AtHsp101.  AtHsp101 is a cytosolic heat shock protein required for acclimation to high temperature., Encodes ClpB1, which belongs to the Casein lytic proteinase/heat shock protein 100 (Clp/Hsp100) family.  Involved in refolding of proteins which form aggregates under heat stress. Also known as AtHsp101.  AtHsp101 is a cytosolic heat shock protein required for acclimation to high temperature.	1, 1, 1	-27936508	AT1G74310	843771	10760305, 10760238, 10760235, 7866032, 11489180, 12650620, 12678556, 12805605, 15086804, 15659638, 15763661, 15923322, 16644052, 16972866, 17059409, 17059406, 17238907, 17220197, 17556511, 17631526, 17883376, 18047473, 18321256, 18641404, 18775970, 19125253, 20229063, 20811767, 21835493, 22942382, 22995285, 23080295, 23258370, 23238922	GO:0005515: protein binding, GO:0005524: ATP binding, GO:0005737: cytoplasm, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009570: chloroplast stroma, GO:0009644: response to high light intensity, GO:0009644: response to high light intensity, GO:0009941: chloroplast envelope, GO:0010286: heat acclimation, GO:0016887: ATPase activity, GO:0034976: response to endoplasmic reticulum stress, GO:0042542: response to hydrogen peroxide, GO:0042542: response to hydrogen peroxide, GO:0043335: protein unfolding, GO:0045727: positive regulation of translation	
263931_at			2	15192480	AT2G36220	818194	12119417, 12172015, 12007405, 15047898, 15194820, 15824099, 16121258, 16244149, 16381965, 16367964, 17122072, 17337630, 17888165, 18055587, 20097791	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0010200: response to chitin, GO:0010286: heat acclimation	
251509_at	PME35, PME61		3, 3	-21802805	AT3G59010	825070	15276459, 16622707, 17013613, 18723362, 18805951, 19582540, 22693281	GO:0005576: extracellular region, GO:0009505: plant-type cell wall, GO:0030599: pectinesterase activity, GO:0030599: pectinesterase activity	
249626_at			5	14912835	AT5G37540	833732	14697270, 14722088, 15010618, 15047901, 15194820, 15235117, 15634198, 17142483, 17408486, 17885809, 20736450	GO:0005576: extracellular region, GO:0006508: proteolysis	
263258_at	ATNAT8, NAT8		1, 1	-3474864	AT1G10540	837595	12169696, 14576160, 16361528, 18650403, 20736450	GO:0005886: plasma membrane, GO:0009506: plasmodesma, GO:0016020: membrane, GO:0022857: transmembrane transporter activity	
254042_at	XTH23, XTR6	xyloglucan endotransglycosylase-related protein (XTR6), xyloglucan endotransglycosylase-related protein (XTR6)	4, 4	13128643	AT4G25810	828686	11673616, 12481097, 12805589, 12795706, 12007405, 14595688, 15047898, 15235117, 15680330, 15634198, 15694452, 15720654, 15713015, 16415215, 17059410, 18650403, 18783601, 19269997	GO:0005576: extracellular region, GO:0005618: cell wall, GO:0005794: Golgi apparatus, GO:0016798: hydrolase activity, acting on glycosyl bonds	
254263_at			4	-12256180	AT4G23493	828448	17888165	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0006457: protein folding, GO:0008150: biological_process, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0042542: response to hydrogen peroxide	
247459_at			5	-24984236	AT5G62200	836341	12068095, 12198195, 12805588, 15215502, 16900319, 18650403	GO:0003674: molecular_function, GO:0005774: vacuolar membrane, GO:0008150: biological_process, GO:0009611: response to wounding, GO:0009695: jasmonic acid biosynthetic process, GO:0031225: anchored component of membrane	
266670_at	UGT71C2		2	12706710	AT2G29740	817524	15352060, 17061125, 19261311, 22253603	GO:0008194: UDP-glycosyltransferase activity, GO:0016757: transferase activity, transferring glycosyl groups, GO:0080043: quercetin 3-O-glucosyltransferase activity, GO:0080044: quercetin 7-O-glucosyltransferase activity, GO:0080045: quercetin 3'-O-glucosyltransferase activity	
246781_at	SFP1	Encodes a sugar-porter family protein that is induced during leaf senescence.  The increase in its gene expression during leaf senescence is paralleled by an accumulation of monosaccharides.	5	9648667	AT5G27350	832794	11485201, 14738307, 15598803, 16478044, 16603666	GO:0005351: carbohydrate:proton symporter activity, GO:0005886: plasma membrane, GO:0009624: response to nematode, GO:0010167: response to nitrate, GO:0015144: carbohydrate transmembrane transporter activity, GO:0015706: nitrate transport, GO:0016020: membrane	
251381_at	PDLP8	Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata. The protein has two DUF26 domains and a single transmembrane domain.	3	22441771	AT3G60720	825243	15805490, 18215111, 19704520, 20886105	GO:0003674: molecular_function, GO:0005886: plasma membrane	
250053_at			5	5899253	AT5G17850	831653	11500563, 12912986, 15749712, 15994908, 16460505, 18775970, 22353860	GO:0005432: calcium:sodium antiporter activity, GO:0006812: cation transport, GO:0015491: cation:cation antiporter activity, GO:0015491: cation:cation antiporter activity, GO:0035725: sodium ion transmembrane transport	
259008_at	ATMT-1, ATMT-K, MT2A	metallothionein, binds to and detoxifies excess copper and other metals, limiting oxidative damage, metallothionein, binds to and detoxifies excess copper and other metals, limiting oxidative damage, metallothionein, binds to and detoxifies excess copper and other metals, limiting oxidative damage	3, 3, 3	-2889486	AT3G09390	820098	9765524, 9112777, 9119067, 8704127, 8552721, 8552718, 7565594, 7612924, 8061521, 18287486, 18650403, 18775970, 19033549	GO:0005507: copper ion binding, GO:0006878: cellular copper ion homeostasis	
259661_at			1	20617313	AT1G55265	841971	18650403, 18775970	GO:0005576: extracellular region, GO:0005773: vacuole, GO:0008150: biological_process	
254060_at	SHB1	SHB1 encodes a nuclear and cytosolic protein that has motifs  homologous with SYG1 protein family members. Acts in cryptochrome signaling. Overexpression of SHB1 enhanced the expression of PHYTOCHROME-INTERACTING  FACTOR4 (PIF4) under red light and promoted proteasome-mediated degradation of phytochrome A and hypocotyl elongation under far-red light. A knockout allele suppressed LONG HYPOCOTYL IN FAR-RED LIGHT1 (HFR1) expression and showed several deetiolation  phenotypes. Acts upstream of HFR1. Regulates seed development.	4	-12963382	AT4G25350	828638	15122012, 16500988, 19141706, 19406114, 20354198, 22995285	GO:0005634: nucleus, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006817: phosphate ion transport, GO:0006857: oligopeptide transport, GO:0009960: endosperm development, GO:0010017: red or far-red light signaling pathway, GO:0010468: regulation of gene expression, GO:0016021: integral component of membrane, GO:0016036: cellular response to phosphate starvation, GO:0045793: positive regulation of cell size, GO:0080050: regulation of seed development, GO:0080113: regulation of seed growth	
248657_at	ATFKBP65, FKBP65, ROF2		5, 5, 5	-19690542	AT5G48570	834913	11782485, 14535883, 14996219, 15047905, 15047901, 15610345, 15695462, 15703057, 16081496, 16183833, 16291648, 17080288, 18189342, 18305208, 18252252, 18650403, 18603616, 18725200, 18783601, 18775970, 19876748, 20856808, 22134914, 22268595, 23133621	GO:0000413: protein peptidyl-prolyl isomerization, GO:0003755: peptidyl-prolyl cis-trans isomerase activity, GO:0003755: peptidyl-prolyl cis-trans isomerase activity, GO:0005515: protein binding, GO:0005516: calmodulin binding, GO:0005528: FK506 binding, GO:0005528: FK506 binding, GO:0005634: nucleus, GO:0005773: vacuole, GO:0006457: protein folding, GO:0006499: N-terminal protein myristoylation, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0016020: membrane, GO:0018208: peptidyl-proline modification, GO:0034976: response to endoplasmic reticulum stress, GO:0042542: response to hydrogen peroxide, GO:0070370: cellular heat acclimation	
260917_at			1	588329	AT1G02700	839492		GO:0003674: molecular_function, GO:0006457: protein folding, GO:0008150: biological_process, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0016114: terpenoid biosynthetic process, GO:0042542: response to hydrogen peroxide, GO:0045893: positive regulation of transcription, DNA-templated	
250781_at	DREB2, DREB2A	Encodes a transcription factor that specifically binds to DRE/CRT cis elements (responsive to drought and low-temperature stress).  Belongs to the DREB subfamily A-2 of ERF/AP2 transcription factor family (DREB2A). There are eight members in this subfamily including DREB2B.  The protein contains one AP2 domain. Overexpression of transcriptional activation domain of DREB2A resulted in significant drought stress tolerance but only slight freezing tolerance in transgenic Arabidopsis plants. Microarray and RNA gel blot analyses revealed that DREB2A regulates expression of many water stressinducible genes., Encodes a transcription factor that specifically binds to DRE/CRT cis elements (responsive to drought and low-temperature stress).  Belongs to the DREB subfamily A-2 of ERF/AP2 transcription factor family (DREB2A). There are eight members in this subfamily including DREB2B.  The protein contains one AP2 domain. Overexpression of transcriptional activation domain of DREB2A resulted in significant drought stress tolerance but only slight freezing tolerance in transgenic Arabidopsis plants. Microarray and RNA gel blot analyses revealed that DREB2A regulates expression of many water stressinducible genes.	5, 5	1602205, 1602205	AT5G05410	830424	10809011, 9707537, 11118137, 11798174, 11914065, 12753580, 14739338, 16617101, 16807682, 16998088, 17030801, 17089163, 17293435, 17346263, 17556511, 17999647, 18077346, 18266923, 18261981, 18384508, 18552202, 18523728, 18775970, 18849493, 19502356, 16755132, 20519338, 20639406, 21443605, 21457365, 21696534, 21638061, 21931939, 22025559, 22037706, 22150398, 22220579, 22345491, 22447446, 22627139, 22942381, 23148892, 23151346	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009414: response to water deprivation, GO:0009414: response to water deprivation, GO:0009644: response to high light intensity, GO:0010200: response to chitin, GO:0010224: response to UV-B, GO:0010224: response to UV-B, GO:0010286: heat acclimation, GO:0010286: heat acclimation, GO:0042542: response to hydrogen peroxide, GO:0042542: response to hydrogen peroxide	
264758_at	AtFBS1, FBS1		1, 1	22628265, 22628265	AT1G61340	842428	15235117, 16258017, 16648215, 17337630, 17888165, 18156220, 20736450, 22325883, 22920997	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0006970: response to osmotic stress, GO:0009611: response to wounding, GO:0009617: response to bacterium, GO:0009651: response to salt stress, GO:0009693: ethylene biosynthetic process, GO:0009737: response to abscisic acid, GO:0009751: response to salicylic acid, GO:0009753: response to jasmonic acid, GO:0009961: response to 1-aminocyclopropane-1-carboxylic acid, GO:0010200: response to chitin	
250332_at			5	3758858	AT5G11680	831040	14595688, 15060130, 17925997, 18650403, 18775970	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0008150: biological_process	
263127_at	MSL6		1	-29569030	AT1G78610	844197	17408486, 18485707, 18796637, 21142222, 22645532	GO:0005634: nucleus, GO:0005774: vacuolar membrane, GO:0005886: plasma membrane, GO:0009506: plasmodesma, GO:0016020: membrane	
257196_at	AAE16		3	8575167	AT3G23790	821961	12177484, 12644654, 12805634, 12777046, 14576160, 15052571, 16262711, 16299169, 18854047, 22920973	GO:0009507: chloroplast, GO:0009941: chloroplast envelope	00071: Fatty acid degradation, 01100: Metabolic pathways, 04146: Peroxisome
