Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
248043_s_at								GO:0005524: ATP binding, GO:0005618: cell wall, GO:0005634: nucleus, GO:0005730: nucleolus, GO:0005737: cytoplasm, GO:0005774: vacuolar membrane, GO:0005794: Golgi apparatus, GO:0005829: cytosol, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009570: chloroplast stroma, GO:0016020: membrane, GO:0048046: apoplast, GO:0071277: cellular response to calcium ion	
245254_at	APS3	ATP sulfurylase	4	-8413288	AT4G14680	827118	10806350, 10341446, 7487067, 14576160, 15539473, 16244144, 16262714, 16307302, 17189325, 17551672, 17616737, 18650403, 20736450, 20935495, 21908688	GO:0000103: sulfate assimilation, GO:0000103: sulfate assimilation, GO:0004781: sulfate adenylyltransferase (ATP) activity, GO:0004781: sulfate adenylyltransferase (ATP) activity, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009970: cellular response to sulfate starvation, GO:0016126: sterol biosynthetic process, GO:0070206: protein trimerization	00230: Purine metabolism, 00450: Selenocompound metabolism, 00920: Sulfur metabolism, 01100: Metabolic pathways
245265_at	ACD6	encodes a novel protein with putative ankyrin and transmembrane regions. It is a member of one of the largest uncharacterized gene families in higher plants. The gene is involved in resistance to Pseudomonas syringae.	4	8294446, 8294446, 8294452	AT4G14400	827085	10488236, 11722764, 14507999, 16297071, 18266921, 18650403, 19144005, 20042021, 20520716, 19959255, 22995285	GO:0008219: cell death, GO:0009615: response to virus, GO:0009751: response to salicylic acid, GO:0009816: defense response to bacterium, incompatible interaction, GO:0016020: membrane, GO:0016020: membrane	
260429_at	JAZ6, TIFY11B	JAZ6 transcript levels rise in response to a jasmonate stimulus and a GFP:JAZ6 fusion protein localizes to the nucleus.  Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ6:GUS fusion protein, presumably by stimulating ubiquitin-proteasome-mediated degradation., JAZ6 transcript levels rise in response to a jasmonate stimulus and a GFP:JAZ6 fusion protein localizes to the nucleus.  Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ6:GUS fusion protein, presumably by stimulating ubiquitin-proteasome-mediated degradation.	1, 1	-27274065	AT1G72450	843577	12167669, 13677466, 15688252, 15772289, 16980540, 17499004, 17637675, 17637677, 17675405, 18552355, 18650403, 18775970, 19292762, 20360743	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0009611: response to wounding, GO:0009611: response to wounding, GO:0009620: response to fungus, GO:0009694: jasmonic acid metabolic process, GO:0009695: jasmonic acid biosynthetic process, GO:0009753: response to jasmonic acid, GO:0009753: response to jasmonic acid, GO:0009867: jasmonic acid mediated signaling pathway	04075: Plant hormone signal transduction, 04626: Plant-pathogen interaction
246108_at			5	10636631	AT5G28630	832966		GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
255298_at	ATMSRB6, MSRB6		4, 4	2449560	AT4G04840	825821	12753585, 12913156, 14645734, 15086809, 15086800, 15144375, 15923321, 17031545, 17233795, 18552355, 18650403, 22487254	GO:0005829: cytosol	
259526_at			1	-4277993	AT1G12570	837814	17449808, 18441227, 20736450	GO:0005576: extracellular region, GO:0016832: aldehyde-lyase activity	
258338_at	ASPGB1		3	5471735	AT3G16150	820860	12185496, 16258012, 16632591, 16941220, 18682547, 18775970, 21800258, 22127737	GO:0004067: asparaginase activity, GO:0004067: asparaginase activity, GO:0005737: cytoplasm, GO:0006516: glycoprotein catabolic process, GO:0033345: asparagine catabolic process via L-aspartate, GO:0051604: protein maturation	
262456_at	ATSTP1, STP1	Encodes a H+/hexose cotransporter., Encodes a H+/hexose cotransporter.	1, 1	3777328	AT1G11260	837667	8051137, 7920712, 7597641, 1633849, 2209537, 11135118, 12508063, 12972665, 16212609, 16916444, 17882353, 18433157, 18650403, 18702670, 19291320, 19900291, 20101436, 20736450, 22041897	GO:0005351: carbohydrate:proton symporter activity, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005773: vacuole, GO:0005886: plasma membrane, GO:0009506: plasmodesma, GO:0009627: systemic acquired resistance, GO:0015144: carbohydrate transmembrane transporter activity, GO:0015145: monosaccharide transmembrane transporter activity, GO:0015749: monosaccharide transmembrane transport, GO:0016020: membrane, GO:0031347: regulation of defense response	
261223_at	HVA22H		1	6924184	AT1G19950	838584	20736450	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
252870_at	AKN2, APK2	adenosine-5'-phosphosulfate-kinase (akn2) mRNA, complete, adenosine-5'-phosphosulfate-kinase (akn2) mRNA, complete	4, 4	18519717	AT4G39940	830153	11488606, 14576160, 15235117, 15234990, 15561727, 15937229, 16244144, 16262714, 16307302, 17189325, 17411438, 18467456, 18596113, 18552355, 18650403, 19304933, 19903478, 20042022, 20736450, 21281472, 22271267, 23218016	GO:0000103: sulfate assimilation, GO:0000103: sulfate assimilation, GO:0004020: adenylylsulfate kinase activity, GO:0005524: ATP binding, GO:0006569: tryptophan catabolic process, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009684: indoleacetic acid biosynthetic process, GO:0010439: regulation of glucosinolate biosynthetic process, GO:0016301: kinase activity, GO:0016310: phosphorylation, GO:0016772: transferase activity, transferring phosphorus-containing groups, GO:0019761: glucosinolate biosynthetic process, GO:0042742: defense response to bacterium, GO:0048232: male gamete generation	00230: Purine metabolism, 00920: Sulfur metabolism, 01100: Metabolic pathways
255962_at			1	7886542	AT1G22330	838839		GO:0003723: RNA binding, GO:0005634: nucleus, GO:0008150: biological_process	
256942_at	LSH4		3	8326825	AT3G23290	821908	12492830, 14576160, 14871309, 21435050	GO:0005739: mitochondrion	
263706_s_at								GO:0003862: 3-isopropylmalate dehydrogenase activity, GO:0003862: 3-isopropylmalate dehydrogenase activity, GO:0005739: mitochondrion, GO:0008152: metabolic process, GO:0009098: leucine biosynthetic process, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009536: plastid, GO:0009570: chloroplast stroma, GO:0009579: thylakoid, GO:0009651: response to salt stress, GO:0019761: glucosinolate biosynthetic process	
255856_at			1	-24973028, -24973052, -24973067	AT1G66940	843012	12093376, 17885809, 18650403, 20736450	GO:0005886: plasma membrane	
256577_at			3	10524404	AT3G28220	822448	11351099, 15347792, 15539469, 16146321, 16673935, 17409091, 18650403	GO:0005737: cytoplasm, GO:0005773: vacuole, GO:0009941: chloroplast envelope, GO:0031540: regulation of anthocyanin biosynthetic process	
255842_at	scpl46		2	-14197646	AT2G33530	817918	12169696, 15908604, 16287169, 16895613, 18650403	GO:0004185: serine-type carboxypeptidase activity, GO:0005576: extracellular region, GO:0006508: proteolysis, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma	
252178_at	BEH1		3	-18861839	AT3G50750	824239	11970900, 15680330, 16214899, 16920880, 17587374	GO:0005634: nucleus, GO:0005773: vacuole, GO:0006355: regulation of transcription, DNA-templated	
254862_at	BASS5, BAT5	Required for the biosynthesis of methionine-derived glucosinolates. Involved in the  transport of 2-keto acids between chloroplasts and the cytosol., Required for the biosynthesis of methionine-derived glucosinolates. Involved in the  transport of 2-keto acids between chloroplasts and the cytosol.	4, 4	7211551, 7210918	AT4G12030	826811	14576160, 15047898, 16720694, 17014743, 18650403, 19542295, 19633020, 23073694	GO:0005215: transporter activity, GO:0005215: transporter activity, GO:0006814: sodium ion transport, GO:0008508: bile acid:sodium symporter activity, GO:0009536: plastid, GO:0009611: response to wounding, GO:0009611: response to wounding, GO:0009753: response to jasmonic acid, GO:0016020: membrane, GO:0019761: glucosinolate biosynthetic process, GO:0019761: glucosinolate biosynthetic process, GO:0035725: sodium ion transmembrane transport	
245874_at									
256774_at			3	4517517	AT3G13760	820585	17061125	GO:0005634: nucleus, GO:0016020: membrane	
252618_at	ATLOX2, LOX2	Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection., Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection.	3, 3	16525410	AT3G45140	823650	10608663, 7567995, 8290626, 11090221, 11891244, 11874572, 11161062, 11351099, 12376653, 8702864, 12615947, 14716563, 15322131, 15842626, 15860010, 15879447, 16113247, 16258015, 17313166, 17510065, 17544464, 17977145, 18247047, 19220788, 19220780, 11710601, 15716105, 18427573, 18754756, 19726574, 19846562, 20190093, 20484979, 20507480, 20711606, 20857983, 20839007, 21052784, 21228101, 21336026, 21385012, 21372125, 21497426, 21691809, 21835629, 22080599, 22168472, 22348327, 22718775, 22822212	GO:0000023: maltose metabolic process, GO:0000096: sulfur amino acid metabolic process, GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0006546: glycine catabolic process, GO:0006636: unsaturated fatty acid biosynthetic process, GO:0006733: oxidoreduction coenzyme metabolic process, GO:0006766: vitamin metabolic process, GO:0006816: calcium ion transport, GO:0007030: Golgi organization, GO:0008652: cellular amino acid biosynthetic process, GO:0009072: aromatic amino acid family metabolic process, GO:0009106: lipoate metabolic process, GO:0009108: coenzyme biosynthetic process, GO:0009117: nucleotide metabolic process, GO:0009269: response to desiccation, GO:0009409: response to cold, GO:0009414: response to water deprivation, GO:0009416: response to light stimulus, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009535: chloroplast thylakoid membrane, GO:0009570: chloroplast stroma, GO:0009611: response to wounding, GO:0009611: response to wounding, GO:0009617: response to bacterium, GO:0009620: response to fungus, GO:0009651: response to salt stress, GO:0009695: jasmonic acid biosynthetic process, GO:0009695: jasmonic acid biosynthetic process, GO:0009695: jasmonic acid biosynthetic process, GO:0009737: response to abscisic acid, GO:0009753: response to jasmonic acid, GO:0009941: chloroplast envelope, GO:0015994: chlorophyll metabolic process, GO:0015995: chlorophyll biosynthetic process, GO:0016117: carotenoid biosynthetic process, GO:0016165: linoleate 13S-lipoxygenase activity, GO:0019216: regulation of lipid metabolic process, GO:0019252: starch biosynthetic process, GO:0019288: isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway, GO:0019748: secondary metabolic process, GO:0030003: cellular cation homeostasis, GO:0031408: oxylipin biosynthetic process, GO:0034440: lipid oxidation, GO:0044272: sulfur compound biosynthetic process, GO:0051707: response to other organism, GO:0070838: divalent metal ion transport, GO:0080027: response to herbivore	00592: alpha-Linolenic acid metabolism, 01100: Metabolic pathways
246011_at	AtTCP11, TCP11		5, 5	2680744	AT5G08330	830730	11118137, 17096212, 18650403, 19963426	GO:0000165: MAPK cascade, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0006355: regulation of transcription, DNA-templated, GO:0006612: protein targeting to membrane, GO:0009617: response to bacterium, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0009867: jasmonic acid mediated signaling pathway, GO:0009965: leaf morphogenesis, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0010363: regulation of plant-type hypersensitive response, GO:0030154: cell differentiation, GO:0031348: negative regulation of defense response, GO:0035304: regulation of protein dephosphorylation, GO:0042752: regulation of circadian rhythm, GO:0043433: negative regulation of DNA-binding transcription factor activity, GO:0045893: positive regulation of transcription, DNA-templated	
261407_at			1	-6485596	AT1G18810	838463	18390804, 18650403	GO:0003674: molecular_function, GO:0005886: plasma membrane, GO:0009506: plasmodesma	
246487_at			5	5238181, 5238178, 5238178	AT5G16030	831460	14871303, 17478635, 18650403, 22253603	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
265075_at			1	-20704918, -20705080	AT1G55450	841992	12872006, 15235117, 16776300, 18650403	GO:0005737: cytoplasm, GO:0009651: response to salt stress	
251524_at	IPMI1		3	-21797058	AT3G58990	825068	14576160, 14573523, 15652176, 15713015, 16262714, 16552493, 17597079, 18650403, 23073694	GO:0005739: mitochondrion, GO:0008152: metabolic process, GO:0009536: plastid, GO:0016836: hydro-lyase activity, GO:0019761: glucosinolate biosynthetic process	00290: Valine, leucine and isoleucine biosynthesis, 00660: C5-Branched dibasic acid metabolism, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
263777_at	ATCNGC12, CNGC12	Member of Cyclic nucleotide gated channel family.Positive regulator of resistance against avirulent fungal pathogen.Suppresses the phenotype conferred by cpr22 in a dosage-dependent manner., Member of Cyclic nucleotide gated channel family.Positive regulator of resistance against avirulent fungal pathogen.Suppresses the phenotype conferred by cpr22 in a dosage-dependent manner.	2, 2	19065716, 19065716, 19065762	AT2G46450	819253	11782485, 11500563, 12818663, 16461580, 16460505, 17885810, 18650403, 18643993, 20378667, 20736450, 21150265, 21414958	GO:0005216: ion channel activity, GO:0005261: cation channel activity, GO:0005261: cation channel activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0009620: response to fungus, GO:0030551: cyclic nucleotide binding	04626: Plant-pathogen interaction
251733_at	CCH	CCH protein belongs to a family of eukaryotic proteins that participate in  intracellular copper homeostasis by delivering this metal to the secretory pathway; mainly located along the vascular bundles of senescing leaves and petioles as well as in stem sieve elements; hypothesized  to have a role in copper mobilization from decaying organs towards reproductive structures, as a result of metalloprotein breakdown. The plant-specific C-terminal domain of the CCH protein forms amyloid-like fibrils in vitro.	3	-20863257	AT3G56240	824790	10837271, 10820013, 10444084, 9701579, 11309142, 11439106, 15180901, 15687088, 15848163, 16157865, 16367966, 17223078, 18650403, 18775970, 18631293, 19122104, 19941154, 20005002, 19969519, 20117084, 21798377, 22555879	GO:0000302: response to reactive oxygen species, GO:0006598: polyamine catabolic process, GO:0006612: protein targeting to membrane, GO:0006816: calcium ion transport, GO:0006878: cellular copper ion homeostasis, GO:0006878: cellular copper ion homeostasis, GO:0007030: Golgi organization, GO:0007568: aging, GO:0009507: chloroplast, GO:0009611: response to wounding, GO:0009651: response to salt stress, GO:0009651: response to salt stress, GO:0009698: phenylpropanoid metabolic process, GO:0009805: coumarin biosynthetic process, GO:0009963: positive regulation of flavonoid biosynthetic process, GO:0010363: regulation of plant-type hypersensitive response, GO:0016531: copper chaperone activity, GO:0042398: cellular modified amino acid biosynthetic process, GO:0046686: response to cadmium ion, GO:0048046: apoplast	
258537_at			3	-1105963	AT3G04210	819576	12366802, 12678558, 14576160, 17163880, 17149585, 17956627, 18298954, 18650403, 18783601	GO:0005737: cytoplasm, GO:0006952: defense response, GO:0009627: systemic acquired resistance, GO:0031347: regulation of defense response	
266326_at	ATCB5-C, B5, CB5-C, CYTB5-C	member of Cytochromes b5, member of Cytochromes b5, member of Cytochromes b5, member of Cytochromes b5	2, 2, 2, 2	19151646	AT2G46650	819277	14573523, 15494554, 15937229, 16258015, 16626458, 17322552, 17411438, 17640338, 18552355, 18650403, 18805951, 19054355, 22384013, 22773744	GO:0006569: tryptophan catabolic process, GO:0009684: indoleacetic acid biosynthetic process, GO:0019761: glucosinolate biosynthetic process, GO:0020037: heme binding, GO:0042742: defense response to bacterium	
253660_at	CDEF1	Member of the GDSL lipase/esterase family of proteins that functions as cutinase. Expressed in pollen and at the zone of lateral root emergence.	4	-14738387	AT4G30140	829137	12368493, 15235117, 16673935, 18775970, 19996150	GO:0005576: extracellular region, GO:0005615: extracellular space, GO:0050525: cutinase activity, GO:0090406: pollen tube	
246687_at			5	-12602468, -12602468	AT5G33370	833315	12509532, 15010618, 15574398, 16461884, 16920880, 16915521, 17631525, 18805951, 21637781, 22487254	GO:0005576: extracellular region	
260205_at	JAZ9, TIFY7	JAZ9 is a protein presumed to be involved in jasmonate signaling. JAZ9 transcript levels rise in response to a jasmonate stimulus. JAZ9 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. The Jas domain appears to be important for JAZ9-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2., JAZ9 is a protein presumed to be involved in jasmonate signaling. JAZ9 transcript levels rise in response to a jasmonate stimulus. JAZ9 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. The Jas domain appears to be important for JAZ9-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2.	1, 1	26654768, 26654768	AT1G70700	843407	17499004, 17637675, 17637677, 17675405, 18184068, 18650403, 20360743, 21205029, 21321051, 22529386	GO:0005515: protein binding, GO:0005634: nucleus, GO:0009611: response to wounding, GO:0009620: response to fungus, GO:0009694: jasmonic acid metabolic process, GO:0009695: jasmonic acid biosynthetic process, GO:0009753: response to jasmonic acid, GO:0009753: response to jasmonic acid, GO:0009867: jasmonic acid mediated signaling pathway	04075: Plant hormone signal transduction, 04626: Plant-pathogen interaction
263477_at			2	13518211	AT2G31790	817736	12481097, 16299171, 16406306, 17384165, 18650403, 23073694	GO:0008194: UDP-glycosyltransferase activity, GO:0009507: chloroplast, GO:0016757: transferase activity, transferring glycosyl groups, GO:0019761: glucosinolate biosynthetic process	
267517_at	RPT2	light inducible root phototropism 2 encoding a signal transducer of the phototropic response in Arabidopsis	2	-13002742, -13002742, -13002742	AT2G30520	817601	10662859, 10542152, 16908503, 19524572, 20202166, 21490420, 21653191, 21990941, 22374392, 23148892	GO:0005634: nucleus, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0006816: calcium ion transport, GO:0007030: Golgi organization, GO:0009638: phototropism, GO:0009651: response to salt stress, GO:0009954: proximal/distal pattern formation, GO:0010227: floral organ abscission, GO:0019344: cysteine biosynthetic process, GO:0048439: flower morphogenesis	
257021_at	BCAT4	Belongs to the branched-chain amino acid aminotransferase gene family. Encodes a methionine-oxo-acid transaminase. Involved in the methionine chain elongation pathway that leads to the ultimate biosynthesis of methionine-derived glucosinolates.	3	-6846969	AT3G19710	821508	12953064, 16293693, 16552493, 16648215, 17056707, 17114350, 17172353, 18318836, 18375600, 18650403, 23073694	GO:0003824: catalytic activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0009407: toxin catabolic process, GO:0009416: response to light stimulus, GO:0009611: response to wounding, GO:0009684: indoleacetic acid biosynthetic process, GO:0010326: methionine-oxo-acid transaminase activity, GO:0019344: cysteine biosynthetic process, GO:0019761: glucosinolate biosynthetic process, GO:0019761: glucosinolate biosynthetic process	00280: Valine, leucine and isoleucine degradation, 00290: Valine, leucine and isoleucine biosynthesis, 00770: Pantothenate and CoA biosynthesis, 00966: Glucosinolate biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
260007_at			1	-25449367	AT1G67870	843115	18650403, 18783601	GO:0006612: protein targeting to membrane, GO:0008150: biological_process, GO:0009963: positive regulation of flavonoid biosynthetic process, GO:0010363: regulation of plant-type hypersensitive response	
263421_at	EXL5		2	-7494536	AT2G17230	816228	14576160, 16307366, 17220366, 17496105, 18650403, 19216774	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
259842_at								GO:0000023: maltose metabolic process, GO:0000234: phosphoethanolamine N-methyltransferase activity, GO:0005737: cytoplasm, GO:0005739: mitochondrion, GO:0019252: starch biosynthetic process	
249232_at	ADL1, ADL1A, AG68, DL1, DRP1A, RSW9	Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis., Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis., Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis., Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis., Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis., Encodes a dynamin-like protein related to phragmoplastin. Mutations in this gene, in combination with mutation in ADL1E, result in defects in embryogenesis, cell plate formation and trichome branching.  Also controls vascular patterning in combination with VAN3 and GNOM. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis.	5, 5, 5, 5, 5, 5	-16820284, -16821304, -16820331	AT5G42080	834213	9463364, 9396754, 9342876, 7548829, 11084337, 11351070, 11549762, 12671086, 12834397, 14750520, 15923323, 16618929, 18256049, 18344418, 18612642, 18809930, 19626137, 20171176, 20231465, 21658946, 22107825, 22232176	GO:0000911: cytokinesis by cell plate formation, GO:0003924: GTPase activity, GO:0005515: protein binding, GO:0005525: GTP binding, GO:0005737: cytoplasm, GO:0005773: vacuole, GO:0005774: vacuolar membrane, GO:0005829: cytosol, GO:0005874: microtubule, GO:0005886: plasma membrane, GO:0009504: cell plate, GO:0009506: plasmodesma, GO:0009535: chloroplast thylakoid membrane, GO:0009793: embryo development ending in seed dormancy, GO:0009920: cell plate formation involved in plant-type cell wall biogenesis, GO:0010051: xylem and phloem pattern formation, GO:0010091: trichome branching, GO:0030276: clathrin binding, GO:0032880: regulation of protein localization, GO:0043424: protein histidine kinase binding, GO:0045334: clathrin-coated endocytic vesicle, GO:0072583: clathrin-dependent endocytosis	
264348_at	AtNPF6.3, ATNRT1, B-1, CHL1, CHL1-1, NPF6.3, NRT1, NRT1.1	Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium., Encodes NRT1.1 (CHL1), a dual-affinity nitrate transporter. The protein is expressed in guard cells and function in stomatal opening. Mutants have less transpiration and are more tolerant to drought. Expressed in lateral roots. Involved in nitrate signaling which enables the plant root system to detect and exploit nitrate-rich soil patches. Comparing to the wild type, the mutant displays a strongly decreased lateral root proliferation phenotype in nitrate rich patches on growth medium.	1, 1, 1, 1, 1, 1, 1, 1	4105233	AT1G12110	837763	10948265, 10417701, 9844028, 9014362, 8755617, 7656990, 7919993, 8264579, 8510658, 1534867, 11289304, 11912226, 11912225, 12509525, 12606566, 12668777, 12805624, 16014362, 16160849, 16415212, 16998085, 16980702, 17148611, 17519352, 17481610, 17578866, 18304979, 18266918, 18467466, 18563586, 18650403, 18753286, 16229082, 19540016, 19633234, 19732351, 19829067, 20627075, 19766570, 20009559, 21052766, 21118821, 21182762, 21151904, 21239382, 21904872, 21448006, 22880003, 22858636, 23154505, 23305042	GO:0005215: transporter activity, GO:0005515: protein binding, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0009414: response to water deprivation, GO:0010167: response to nitrate, GO:0010167: response to nitrate, GO:0015112: nitrate transmembrane transporter activity, GO:0015706: nitrate transport, GO:0015706: nitrate transport, GO:0016126: sterol biosynthetic process, GO:0019761: glucosinolate biosynthetic process, GO:0052541: plant-type cell wall cellulose metabolic process, GO:0052546: cell wall pectin metabolic process	
263482_at			2	1259199	AT2G03980	814924	15308753, 15574398, 15894741, 16920880, 18650403, 18775970	GO:0005576: extracellular region	
